City,Price,Bedroom,Bathroom,Floors,Parking,Year,Area,Road Width,Build Area,Air Condition,Backyard,Balcony,CCTV,Cafeteria,Deck,Drainage,Electricity Backup,Fencing,Frontyard,Garage,Garden,Gym,Intercom,Internet,Jacuzzi,Kids Playground,Lawn,Lift,Maintenance,Microwave,Modular Kitchen,Parking,Security Staff,Solar Water,Store Room,Swimming Pool,TV Cable,Washing Machine,Water Supply,Water Tank,Water Well,Wifi,East,North,North East,North West,South,South East,South West,West
Lalitpur,125000,21,18,3.0,2,2058.0,0-6-2-0 Aana,3.66,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0
Kathmandu,560000,0,0,3.0,12,2058.0,20 Sq. Feet,0.0,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0
Kathmandu,17500000,6,2,3.0,1,2058.0,0-3-2-0 Aana,3.66,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0
Kathmandu,4400000,0,0,3.0,0,2058.0,0-3-1-2 Aana,3.66,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0
Kathmandu,25000000,4,3,3.0,0,2058.0,4 Aana,3.96,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0
Kathmandu,59900000,5,0,3.0,4,2058.0,1 Ropani,7.92,N/A Sq. Feet,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1,0,0,0,0,0,0
Kathmandu,29900000,10,0,3.0,3,2058.0,4.1 Aana,0.0,13 Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0
Kathmandu,4200000,0,0,3.0,0,2058.0,8 Aana,3.96,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0
Kathmandu,55000000,0,0,2.0,0,2058.0,8.2 Aana,7.32,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0
Kathmandu,26500000,4,0,3.0,0,2058.0,4.5 Aana,3.96,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1
Kathmandu,32500000,8,6,3.0,4,2058.0,0-4-1-2 Aana,3.96,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0
Kathmandu,6000000,0,0,3.0,0,2058.0,6 Aana,3.05,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Kathmandu,4500000,0,0,3.0,0,2058.0,11 Aana,7.92,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0
Kathmandu,21500000,7,4,4.0,1,2058.0,0-3-1-3 Aana,4.27,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0
Kathmandu,5000000,0,0,3.0,0,2058.0,6 Aana,3.66,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0
Kathmandu,5000000,0,0,3.0,0,2058.0,8 Aana,3.66,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0
Kathmandu,2800000,0,0,3.0,0,2058.0,4.5 Aana,3.96,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0
Kathmandu,38000000,8,4,4.0,1,2058.0,7 Aana,4.57,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0
Kathmandu,2500000,0,0,3.0,0,2058.0,12 Aana,3.66,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Kathmandu,25000000,7,3,4.0,1,2058.0,0-4-3-0 Aana,3.66,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0
Kathmandu,3200000,0,0,3.0,0,2058.0,6 Aana,3.05,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0
Kathmandu,2400000,0,0,3.0,0,2058.0,15 Aana,3.35,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Kathmandu,24000000,15,5,4.0,0,2058.0,3 Aana,6.1,N/A Sq. Feet,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0
Kathmandu,3200000,0,0,3.0,0,2058.0,6 Aana,4.27,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Kathmandu,4200000,0,0,3.0,0,2058.0,7 Aana,3.96,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0
Kathmandu,480000,0,0,3.0,0,2058.0,5 Aana,4.57,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Kathmandu,17000000,8,4,4.0,0,2058.0,0-3-2-0 Aana,6.1,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1
Kathmandu,3000000,0,0,3.0,0,2058.0,5.2 Aana,4.57,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0
Kathmandu,3250000,0,0,3.0,0,2058.0,4 Aana,3.66,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Kathmandu,3700000,0,0,3.0,0,2058.0,10 Aana,3.05,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0
Kathmandu,26000000,5,3,3.0,2,2058.0,4.3 Aana,4.88,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1,0,0,0,0,0,0
Kathmandu,29000000,6,3,3.0,0,2058.0,4 Aana,4.27,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0
Kathmandu,13500000,3,2,3.0,1,2058.0,0-3-1-1 Aana,3.66,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0
Kathmandu,22800000,6,2,3.0,0,2058.0,4 Aana,6.1,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0
Kathmandu,26000000,3,3,3.0,0,2058.0,3.5 Sq. Feet,3.66,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0
Kathmandu,6000000,0,0,3.0,0,2058.0,6.5 Aana,4.57,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0
Kathmandu,27500000,6,4,4.0,0,2058.0,4 Aana,3.66,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0
Kathmandu,22500000,4,3,3.0,0,2058.0,3.13 Aana,3.66,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0
Kathmandu,400000,4,5,3.0,10,2058.0,3 Ropani,3.96,N/A Ropani,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,1,0,0
Kathmandu,15500000,7,2,3.0,0,2058.0,3.5 Aana,3.96,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1
Kathmandu,30000000,5,0,3.0,0,2058.0,6.5 Aana,4.57,2900 Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1
Kathmandu,51500000,6,3,3.0,0,2058.0,6 Aana,3.66,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,1,0,0,0,0,0
Kathmandu,15000000,11,0,3.0,0,2058.0,3.1 Sq. Feet,6.1,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1
Kathmandu,45000000,11,0,3.0,0,2058.0,6 Ropani,4.27,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0
Kathmandu,33000000,11,0,3.0,0,2058.0,5 Aana,4.57,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0
Kathmandu,40000000,12,0,4.0,4,2058.0,7 Aana,3.96,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0
Kathmandu,18200000,9,0,3.0,3,2058.0,3.1 Aana,3.96,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0
Kathmandu,19200000,5,4,3.0,3,2058.0,4 Sq. Feet,3.96,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0
Kathmandu,17700000,12,0,4.0,0,2058.0,3.5 Aana,3.96,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0
Kathmandu,17000000,7,0,3.0,0,2058.0,3 Aana,3.96,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0
Kathmandu,29800000,10,0,3.0,3,2058.0,6 Aana,3.96,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1
Kathmandu,21000000,9,0,3.0,0,2058.0,3.5 Aana,3.96,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,1,0,0,0,0
Kathmandu,34000000,6,3,3.0,4,2058.0,6 Aana,3.96,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,1,0,0
Kathmandu,1450000,0,0,3.0,0,2058.0,4 Aana,6.1,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0
Kathmandu,40000000,6,4,3.0,4,2058.0,6 Sq. Feet,4.27,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,1,0,0
Kathmandu,2150000,0,0,3.0,0,2058.0,4 Aana,3.66,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Kathmandu,19900000,3,3,3.0,0,2058.0,3 Aana,3.66,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,1,0
Kathmandu,16800000,10,0,3.0,0,2058.0,3 Aana,3.96,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,1,0
Kathmandu,100000,5,3,3.0,4,2058.0,1.10 Ropani,3.66,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0
Chitwan,9000,1,1,3.0,1,2075.0,800 Sq. Meter,6.0,N/A Sq. Meter,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1,0,0,0,0,0,0
Kathmandu,63000000,9,4,4.0,4,2058.0,0-12-3-2 Aana,3.96,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0
Kathmandu,100,0,0,3.0,0,2058.0,1.8 Ropani,6.1,N/A Sq. Feet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0
Lalitpur,12500000,3,2,3.0,3,2058.0,3 Aana,3.05,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0
Kathmandu,14200000,5,2,2.0,3,2058.0,0-3-2-2 Aana,3.96,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,1,0,0,0,0
Lalitpur,20000000,5,4,3.0,3,2058.0,0-3-0-1 Aana,4.88,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1,0,0,0,0,0,0
Kathmandu,19500000,5,3,3.0,2,2058.0,3.2 Aana,3.96,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0
Kathmandu,21000000,4,2,2.0,2,2058.0,3.1 Aana,5.49,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0
Kathmandu,100000000,5,2,3.0,4,2058.0,10.1 Aana,6.1,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1
Kathmandu,22500000,6,4,4.0,3,2058.0,0-3-0-1 Aana,3.05,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1,0,0,0,0,0,0
Kathmandu,37000000,5,4,3.0,4,2058.0,4 Aana,3.66,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,1,0
Kathmandu,19000000,4,3,3.0,4,2058.0,0-3-3-2 Aana,6.1,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0
Kathmandu,45000000,5,5,3.0,4,2058.0,9 Aana,3.66,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0
Kathmandu,16500000,6,3,3.0,3,2058.0,4 Aana,3.66,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0
Kathmandu,88000000,0,0,3.0,0,2058.0,0-15-2-2 Aana,6.1,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1
Kathmandu,29000000,10,6,5.0,4,2058.0,4.2 Aana,3.05,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1
Kathmandu,7500000,0,0,3.0,0,2058.0,1.4 Ropani,6.1,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0
Kathmandu,55000000,0,0,4.0,0,2058.0,7 Aana,6.1,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1,0,0,0,0,0,0
Kathmandu,36000000,6,4,3.5,3,2058.0,3.2 Aana,3.96,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,1,0,0
Kathmandu,24000000,10,6,3.0,4,2058.0,3.2 Aana,3.96,N/A Sq. Feet,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0
Kathmandu,12000000,4,1,1.0,2,2058.0,3 Aana,3.96,N/A Sq. Feet,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0
Kathmandu,8500000,0,0,3.0,0,2058.0,0-6-3-3 Aana,6.1,N/A Sq. Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
